Kennung;Name;Streckentyp (1=freie Strecke 2=Bruecke);Streckenbelag (1=Asphalt 2=Beton);Breite;Laenge;Hoehe;Flughafen;Inaktiv
V656;Thüringer Hütte;1;1;50,479278;10,082750;707;K;
V657;Reuperts;1;1;50,485778;10,099972;626;K;
V658;Brüchs;1;1;50,535694;10,160972;518;K;
V659;Filke;1;1;50,518500;10,217750;418;K;
V660;Hainhof/Ostheim;1;1;50,435444;10,242083;346;K;
V661;Oberwaldbehrungen;1;1;50,434972;10,157250;362;K;
V662;Rastanlage MET;1;1;50,420639;10,348222;384;K;
V663;Junkershausen;1;1;50,356278;10,329028;319;K;
V664;Rödelmaier;1;1;50,321667;10,287278;344;K;
V665;Wollbach;1;1;50,356389;10,232694;328;K;
V666;Burgwallbach;1;1;50,364639;10,103417;439;K;
V667;Breitensee;1;1;50,348778;10,538139;332;K;
V668;Zimmerau;1;1;50,269889;10,587639;393;K;
V669;Sambachshof;1;1;50,244500;10,460417;426;K;
V670;Großbardorf;1;1;50,273639;10,373056;286;K;
V671;Uffenheim;1;2;49,551920;10,217280;314;L;
V672;Frankenfeld;1;2;49,630000;10,491430;297;L;
V673;Sudelfeldpass;1;1;47,678860;12,035680;1118;L;
V674;Spitzingsattel;1;2;47,672610;11,886820;1139;L;
V675;Burgweinting;2;2;48,996900;12,143910;331;A;
V676;Kirchham;1;1;48,356090;13,257420;335;A;
V677;Riedlhütte Friedhof;1;1;48,908653;13,391178;743;K;
V678;Neuschönau Hochbehälter Lusen;1;1;48,930340;13,472641;1081;K;
V679;Frauenau Langlaufzentrum;1;1;48,981285;13,285199;729;K;
V680;Spieglau - Althütte;1;1;48,936604;13,316690;811;L;
V681;Lindberg Rieshaus;1;1;49,023650;13,284833;672;K;
